ID,Name,Nationality,Overall,Potential,Club
205942,S. Lung Jr.,Romania,73,75,Kayserispor
219510,E. Ofori,Ghana,73,81,VfB Stuttgart
169590,D. Gibson,Republic of Ireland,73,73,Sunderland
179574,G. Hooper,England,73,73,Sheffield Wednesday
201335,F. Santander,Paraguay,73,76,FC København
205431,N. Füllkrug,Germany,73,77,Hannover 96
230519,Leandro Vivenço,Brazil,73,73,Sociedade Esportiva Palmeiras
168567,A. Ramírez,Colombia,73,73,Atletico Nacional Medellin
184183,S. Dewaest,Belgium,73,76,KRC Genk
203128,T. Monconduit,France,73,75,Amiens SC Football
214392,J. Cuero,Colombia,73,73,Monarcas Morelia
215416,Roni,Brazil,73,74,CF Os Belenenses
236920,J. Kluivert,Netherlands,73,86,Ajax
215162,A. Donatti,Argentina,73,73,Club Tijuana
221306,M. Barrios,Colombia,73,74,FC Dallas
170362,M. Oyola,Ecuador,73,73,
225659,G. Rodríguez,Argentina,73,77,Club América
194171,K. Musona,Zimbabwe,73,73,KV Oostende
203388,Tiago,Brazil,73,74,Shimizu S-Pulse
204156,S. Sanogo,Ivory Coast,73,74,BSC Young Boys
216700,M. Meza,Argentina,73,76,Independiente
160124,W. Segrado,Chile,73,73,CD O'Higgins
186748,Vítor Gomes,Portugal,73,73,CD Aves
187004,M. Maâzou,Niger,73,73,RC Lens
192636,David Simão,Portugal,73,74,Boavista FC
193148,V. Le Goff,France,73,74,FC Lorient
208509,T. Foket,Belgium,73,79,KAA Gent
213629,E. Pulgar,Chile,73,79,Bologna
216701,H. Menosse,Uruguay,73,73,Granada CF
234621,Assis,Brazil,73,75,SC Braga
221310,A. Roa,Colombia,73,79,Asociacion Deportivo Cali
177790,A. Jędrzejczyk,Poland,73,73,Legia Warszawa
183422,J. Howson,England,73,73,Middlesbrough
201343,T. Šunjić,Bosnia Herzegovina,73,74,Dinamo Moscow
221311,J. Arango,Colombia,73,74,CD Once Caldas Manizales
228736,W. Faríñez,Venezuela,73,87,
172672,Varela,Portugal,73,73,Kayserispor
177280,T. Reginiussen,Norway,73,73,Rosenborg BK
191104,J. Mercier,Argentina,73,73,San Lorenzo de Almagro
205185,Ilori,Portugal,73,78,Reading
230529,Benjamin Meseira,Brazil,73,73,Santos Futebol Clube
169345,M. Suttner,Austria,73,73,Brighton & Hove Albion
192129,K. Nordfeldt,Sweden,73,75,Swansea City
204163,J. Okore,Denmark,73,77,Aalborg BK
181123,T. Hořava,Czech Republic,73,73,
132740,J. Hansen,Denmark,73,73,FC Midtjylland
213380,K. Fatai,Nigeria,73,74,FC Ufa
167812,S. Kaya,Turkey,73,76,Sparta Praha
168580,A. Rodríguez,Peru,73,73,
160133,M. Celtejo,Chile,73,73,CD Universidad de Concepción
230277,Gustavo Lobateiro,Brazil,73,73,São Paulo Futebol Clube
178566,J. García,Argentina,73,73,Racing Club de Avellaneda
229255,Charles,Brazil,73,81,CS Marítimo
200841,C. Jenkinson,England,73,75,Birmingham City
205193,K. Rekik,Netherlands,73,79,Hertha BSC Berlin
215177,F. Cerro,Argentina,73,73,Rayo Vallecano
215689,A. Petagna,Italy,73,82,Atalanta
172937,G. Murray,England,73,73,Brighton & Hove Albion
146058,Momo,Spain,73,73,UD Las Palmas
209547,S. Mitrović,Serbia,73,75,KAA Gent
219787,A. Mosquera,Colombia,73,75,Club León
230283,Evandro Rochedo,Brazil,73,73,Associação Atlética Ponte Preta
213132,M. Sperduti,Argentina,73,73,Banfield
228236,S. Deli,Ivory Coast,73,77,
232076,D. Cure,Venezuela,73,73,Águilas Doradas
188556,M. Diamé,Senegal,73,73,Newcastle United
191628,L. Chichizola,Argentina,73,75,UD Las Palmas
219789,H. Traoré,Mali,73,76,Stade Rennais FC
157581,D. Mesbah,Algeria,73,73,FC Lausanne-Sports
172685,Crespo,Spain,73,73,PAOK Thessaloniki
186253,T. Hubočan,Slovakia,73,73,Trabzonspor
187533,A. Ionov,Russia,73,73,FC Rostov
189581,R. Kambolov,Russia,73,75,Rubin Kazan
230286,Michel Cruceiro,Brazil,73,73,Clube Atlético Mineiro
182670,M. Tekdemir,Turkey,73,73,İstanbul Başakşehir FK
190094,Javi Castellano,Spain,73,73,UD Las Palmas
192910,G. Loria,Georgia,73,73,FC Anzhi Makhachkala
204687,P. Olkowski,Poland,73,74,1. FC Köln
190607,D. Quintero,Colombia,73,73,Club América
160144,M. Jimañez,Chile,73,73,Unión Española
234128,Luiz Araújo,Brazil,73,82,LOSC Lille
197777,J. Sala,Italy,73,77,Sampdoria
188305,A. Bouhaddouz,Morocco,73,73,FC St. Pauli
193169,C. Santos,Venezuela,73,73,Deportivo Alavés
193425,H. Behrens,Germany,73,74,1. FC Nürnberg
208787,A. Thomasson,France,73,77,FC Nantes
221331,L. Mazzitelli,Italy,73,80,Sassuolo
183188,M. Gazzola,Italy,73,73,Sassuolo
211093,C. McGregor,Scotland,73,77,Celtic
214421,F. Hinestroza,Colombia,73,73,Tiburones Rojos de Veracruz
208534,A. Mawson,England,73,84,Swansea City
227222,F. Guilbert,France,73,82,SM Caen
176790,S. Aigner,Germany,73,73,Colorado Rapids
193942,J. Colback,England,73,75,Newcastle United
145047,Bruno Saltor,Spain,73,73,Brighton & Hove Albion
215703,Marlon Santos,Brazil,73,82,OGC Nice
167575,A. Shunin,Russia,73,73,Dinamo Moscow
184471,A. Judge,Republic of Ireland,73,73,Brentford
160152,A. Marelos,Chile,73,73,Universidad de Chile
210329,F. Falco,Italy,73,78,Perugia
224921,Marín,Spain,73,84,Villarreal CF
228761,O. Estupiñán,Colombia,73,81,Vitória Guimarães
164505,B. Guzan,United States,73,73,Atlanta United FC
193945,N. Uysal,Turkey,73,75,Beşiktaş JK
209818,J. Brenet,Netherlands,73,77,PSV
3484,J. O'Shea,Republic of Ireland,73,73,Sunderland
160156,B. Peñena,Chile,73,73,Universidad Católica
137373,M. Gobbi,Italy,73,73,Chievo Verona
205469,S. Kverkvelia,Georgia,73,77,Lokomotiv Moscow
219806,F. Adi,Nigeria,73,76,Portland Timbers
200607,C. Schindler,Germany,73,76,Huddersfield Town
202399,D. Arias,Colombia,73,73,Atletico Nacional Medellin
204447,F. Lucioni,Italy,73,73,Benevento Calcio
160159,J. Aterola,Chile,73,73,Deportes Iquique
223136,Y. Erdoğan,Turkey,73,76,Bursaspor
164256,Paulinho,Brazil,73,73,Cremonese
44960,N. Johansson,Sweden,73,73,AIK Solna
139169,W. Erviti,Argentina,73,73,Independiente
189857,Quique,Spain,73,74,CA Osasuna
215202,L. Janson,Argentina,73,81,Club Atlético Tigre
176546,J. Zúñiga,Colombia,73,73,Napoli
186274,K. Rausch,Russia,73,73,1. FC Köln
159908,E. Del Carro,Chile,73,73,Everton de Viña del Mar
160164,M. Guidaros,Chile,73,73,Universidad de Chile
220837,D. Machado,Colombia,73,79,KAA Gent
232869,G. Shoji,Japan,73,79,Kashima Antlers
240037,S. Plavšić,Serbia,73,80,Sparta Praha
190629,D. Villalva,Argentina,73,76,Tiburones Rojos de Veracruz
190885,A. Smith,England,73,76,Bournemouth
205478,M. Krmenčík,Czech Republic,73,78,
205735,M. Pucciarelli,Italy,73,76,Chievo Verona
211879,J. Haberer,Germany,73,78,SC Freiburg
213927,M. Shevchenko,Ukraine,73,79,Shakhtar Donetsk
159911,R. Mantores,Chile,73,73,Universidad Católica
178087,Bueno,Spain,73,73,FC Porto
191655,Kim Seung Gyu,Korea Republic,73,75,Vissel Kobe
202408,A. Flint,England,73,74,Bristol City
102056,S. Padoin,Italy,73,73,Cagliari
200106,A. Özbiliz,Armenia,73,73,Beşiktaş JK
221354,M. Veljković,Serbia,73,82,SV Werder Bremen
222634,I. Success,Nigeria,73,83,Watford
203435,I. Diomandé,Ivory Coast,73,78,SM Caen
210859,V. Laurini,France,73,73,Fiorentina
172716,Alex López,Spain,73,73,Real Sporting de Gijón
185260,D. Kadah,Turkey,73,73,Antalyaspor
202157,A. Behich,Australia,73,76,Bursaspor
175789,B. Bjarnason,Iceland,73,73,Aston Villa
184749,D. Gosling,England,73,73,Bournemouth
200110,M. Bizot,Netherlands,73,76,AZ Alkmaar
214190,L. Castellanos,Colombia,73,73,Independiente Santa Fe
183982,N. Roux,France,73,73,FC Metz
209839,T. Letschert,Netherlands,73,74,Sassuolo
191151,S. Sow,Mali,73,74,Dinamo Moscow
202672,Danilo Avelar,Brazil,73,73,Amiens SC Football
209840,J. Jeanvier,France,73,78,Stade de Reims
102064,C. Terzi,Italy,73,73,La Spezia
138673,H. Yebda,Algeria,73,73,CF Os Belenenses
220337,J. Alonso,Paraguay,73,79,LOSC Lille
225201,Alex Berenguer,Spain,73,81,Torino
200882,J. Mbakogu,Nigeria,73,76,Carpi
144306,E. Korkmaz,Turkey,73,73,İstanbul Başakşehir FK
233138,Y. Kobayashi,Japan,73,73,Kawasaki Frontale
198579,Tano Bonnin,Dominican Republic,73,75,CA Osasuna
208564,P. Ankersen,Denmark,73,76,FC København
206517,J. Grealish,England,73,82,Aston Villa
208053,D. Pelkas,Greece,73,79,PAOK Thessaloniki
180405,Lulinha,Brazil,73,73,Pohang Steelers
166838,M. Pugh,England,73,73,Bournemouth
205495,A. Lozano,Honduras,73,79,FC Barcelona B
143799,Y. Ayhan,Turkey,73,73,Evkur Yeni Malatyaspor
216247,M. Tisserand,DR Congo,73,79,VfL Wolfsburg
231095,N. Skubic,Slovenia,73,73,Atiker Konyaspor
237239,E. Bardhi,FYR Macedonia,73,81,Levante UD
188599,M. Antenucci,Italy,73,73,Ferrara (SPAL)
159928,P. Candiyana,Chile,73,73,Universidad Católica
230328,Pierrino Faria,Brazil,73,73,Atlético Clube Goianiense
231352,T. Abraham,England,73,86,Swansea City
186296,R. Neustädter,Russia,73,73,Fenerbahçe SK
199353,M. Rzatkowski,Germany,73,73,FC Red Bull Salzburg
211385,R. Durmisi,Denmark,73,80,Real Betis Balompié
213433,F. Tobio,Argentina,73,74,Rosario Central
213689,B. Pearson,England,73,78,Preston North End
159929,R. Henriques,Chile,73,73,Unión Española
230330,Nivo Serpinho,Brazil,73,73,Grêmio Foot-Ball Porto Alegrense
201403,Álvaro,Spain,73,76,RCD Espanyol
168379,Carmona,Spain,73,73,Real Sporting de Gijón
181436,D. Marcq,France,73,73,KAA Gent
199101,Raúl Lizoain,Spain,73,75,UD Las Palmas
214973,L. Villafañez,Argentina,73,75,Panathinaikos FC
219581,S. Gigot,France,73,79,KAA Gent
159933,E. Madrez,Chile,73,73,Unión Española
236221,D. Brašanac,Serbia,73,78,CD Leganés
231102,L. Blas,France,73,84,En Avant de Guingamp
198079,M. Büchel,Liechtenstein,73,76,Hellas Verona
207807,R. Fraser,Scotland,73,80,Bournemouth
178111,M. Biševac,Serbia,73,73,FC Metz
184255,K. Sigþórsson,Iceland,73,73,FC Nantes
202944,O. Hiljemark,Sweden,73,78,Panathinaikos FC
166080,Evandro,Brazil,73,73,Hull City
214209,A. del Valle,Colombia,73,73,CD Los Millionarios Bogota
194753,L. Marrone,Italy,73,74,Bari
207554,V. Claesson,Sweden,73,77,FC Krasnodar
223682,Granell,Spain,73,73,Girona CF
207555,F. Helander,Sweden,73,78,Bologna
225475,Hernani,Brazil,73,77,AS Saint-Étienne
193475,P. Souaré,Senegal,73,74,Crystal Palace
213956,Adama,Spain,73,85,Middlesbrough
222148,O. Duda,Slovakia,73,81,Hertha BSC Berlin
159940,J. Dorlans,Chile,73,73,Everton de Viña del Mar
178628,F. Forestieri,Italy,73,73,Sheffield Wednesday
17605,T. Simons,Belgium,73,73,Club Brugge KV
206022,E. Johansson,Sweden,73,74,FC København
210118,Hélder Lopes,Portugal,73,73,AEK Athens
212678,L. Augustinsson,Sweden,73,82,SV Werder Bremen
159942,M. Rancoret,Chile,73,73,CD Huachipato
169158,J. Peters,Netherlands,73,73,Willem II
189894,G. Sansone,Italy,73,73,Novara
198599,M. Linnes,Norway,73,76,Galatasaray SK
207559,S. Tibbling,Sweden,73,79,Brøndby IF
148167,O. Kuzmin,Russia,73,73,Rubin Kazan
224967,M. Sylla,Senegal,73,79,KAA Gent
189383,M. Albæk,Denmark,73,74,1. FC Kaiserslautern
202184,J. Plata,Ecuador,73,73,Real Salt Lake
223689,W. Weghorst,Netherlands,73,76,AZ Alkmaar
232905,J. Ito,Japan,73,77,Kashiwa Reysol
194761,Borja García,Spain,73,76,Girona CF
143306,T. Zengin,Turkey,73,73,Beşiktaş JK
18122,N. Penneteau,France,73,73,Sporting Charleroi
159946,D. Segoviniozo,Chile,73,73,Universidad Católica
163530,J. Clément,France,73,73,AS Nancy Lorraine
203979,M. Bakalorz,Germany,73,74,Hannover 96
148684,A. Al-Habsi,Oman,73,73,Al Hilal
204493,R. Holzhauser,Austria,73,77,FK Austria Wien
227789,Kim Seung Joon,Korea Republic,73,79,Ulsan Hyundai Horang-i
230094,N. Stojiljković,Serbia,73,77,Kayserispor
112847,J. Jones,United States,73,73,LA Galaxy
190671,M. Frantz,Germany,73,73,SC Freiburg
223952,David Soria,Spain,73,81,Sevilla FC
224977,A. Micai,Italy,73,79,Bari
159953,L. Goterio,Chile,73,73,CD Huachipato
230353,Oswaldito Cuba,Brazil,73,73,Avaí Futebol Clube
201938,A. Limbombe,Belgium,73,80,Club Brugge KV
218066,M. Samatta,Tanzania,73,78,KRC Genk
153298,A. Mvuemba,DR Congo,73,73,FC Lorient
175314,K. McDonald,Scotland,73,73,Fulham
212947,J. Cabot,France,73,79,FC Lorient
216019,D. Musto,Argentina,73,73,Club Tijuana
236499,Douglas Luiz,Brazil,73,85,Girona CF
181459,V. Torosidis,Greece,73,73,Bologna
205524,Rúben Ferreira,Portugal,73,74,Grupo Desportivo de Chaves
159956,J. Ermeño,Chile,73,73,Everton de Viña del Mar
228821,Z. Machach,France,73,80,Toulouse FC
213974,D. Rodríguez,Uruguay,73,74,Independiente
215254,L. Lollo,Argentina,73,73,River Plate
201943,A. Cornelius,Denmark,73,78,Atalanta
204247,K. Frei,Turkey,73,79,İstanbul Başakşehir FK
200408,B. Gibson,England,73,80,Middlesbrough
204760,C. Taylor,England,73,80,Burnley
208088,Sergi Samper,Spain,73,80,UD Las Palmas
210648,A. Hegazy,Egypt,73,76,West Bromwich Albion
228312,R. Lod,Finland,73,77,Panathinaikos FC
169432,M. Lacen,Algeria,73,73,Getafe CF
220633,D. Gray,England,73,83,Leicester City
226777,C. Larin,Canada,73,81,Orlando City Soccer Club
234457,P. Etebo,Nigeria,73,82,CD Feirense
199387,P. Chavarría,Argentina,73,73,Stade de Reims
207835,Ademilson,Brazil,73,79,Gamba Osaka
192732,E. Prib,Russia,73,73,Hannover 96
223198,A. Adnan,Iraq,73,79,Udinese
231390,Diogo Gonçalves,Portugal,73,84,SL Benfica
232670,F. Zampedri,Argentina,73,73,Rosario Central
221919,A. Zeneli,Kosovo,73,78,SC Heerenveen
183519,N. Barazite,Netherlands,73,74,Evkur Yeni Malatyaspor
194015,J. Börner,Germany,73,73,DSC Arminia Bielefeld
198368,Tomás Pina,Spain,73,73,Deportivo Alavés
183520,Fran Mérida,Spain,73,74,CA Osasuna
193504,S. Caulker,England,73,77,Queens Park Rangers
203745,L. Blanchard,Italy,73,73,Carpi
208609,R. Lawal,Nigeria,73,75,Osmanlıspor
145889,Tito,Spain,73,73,CD Leganés
169697,D. Randolph,Republic of Ireland,73,73,Middlesbrough
180706,C. Cathcart,Northern Ireland,73,73,Watford
197860,Ivo Pinto,Portugal,73,73,Norwich City
153060,J. Insaurralde,Argentina,73,73,Boca Juniors
220132,Zaldúa,Spain,73,77,CD Leganés
187620,R. van Eijden,Netherlands,73,73,AZ Alkmaar
200677,Pedro Mendes,Portugal,73,77,Montpellier Hérault SC
183781,A. Bjelland,Denmark,73,73,Brentford
184037,M. Kelly,England,73,74,Crystal Palace
142822,J. Gutiérrez,Argentina,73,73,Independiente
187878,L. Mareček,Czech Republic,73,73,Sparta Praha
193510,D. Novaretti,Argentina,73,73,Club León
240359,O. Alderete,Paraguay,73,83,Gimnasia y Esgrima La Plata
159976,H. Ejeda,Chile,73,73,Everton de Viña del Mar
184040,M. Hansen,Denmark,73,76,SC Heerenveen
189160,G. McCleary,Jamaica,73,73,Reading
203241,Luccas Claro,Brazil,73,76,Gençlerbirliği SK
215018,B. Alemán,Uruguay,73,73,Gimnasia y Esgrima La Plata
189930,I. Köybaşı,Turkey,73,73,Fenerbahçe SK
210923,M. Al Owais,Saudi Arabia,73,79,Al Ahli
53739,L. Grant,England,73,73,Stoke City
208364,Clinton Mata,Angola,73,77,KRC Genk
169708,S. Hutchinson,England,73,74,Sheffield Wednesday
188397,R. Rodelin,France,73,73,SM Caen
169710,L. Bridcutt,Scotland,73,74,Nottingham Forest
177390,H. Medunjanin,Bosnia Herzegovina,73,73,Philadelphia Union
164079,Juninho,Brazil,73,73,Tigres U.A.N.L.
189936,R. Ruiter,Netherlands,73,73,Sunderland
200433,L. Hinterseer,Austria,73,76,VfL Bochum
164849,Paulo Machado,Portugal,73,73,CD Aves
198386,S. Dubarbier,Argentina,73,73,Estudiantes de La Plata
207858,D. Dwyer,United States,73,74,Orlando City Soccer Club
208114,Patrick,Brazil,73,75,Vitória Setúbal
212722,D. Yedlin,United States,73,80,Newcastle United
220658,Ailton,Brazil,73,82,VfB Stuttgart
189938,M. van der Werff,Netherlands,73,74,Vitesse
214771,V. Ayala,Paraguay,73,73,Al Nassr
230387,Heitinho Zanon,Brazil,73,73,Associação Chapecoense de Futebol
183795,G. Margreitter,Austria,73,73,1. FC Nürnberg
137460,A. Rosina,Italy,73,73,Salernitana
218868,A. Silva,Uruguay,73,73,Club Atlético Lanús
212469,A. Ghazal,Egypt,73,75,Vancouver Whitecaps FC
164853,A. Federici,Australia,73,73,Bournemouth
200438,Guilherme,Brazil,73,74,Legia Warszawa
203766,A. El-Shenawy,Egypt,73,76,
215798,M. Cornet,Ivory Coast,73,81,Olympique Lyonnais
216054,N. Domínguez,Argentina,73,76,Independiente
221430,U. Đurđević,Serbia,73,78,Olympiakos CFP
209911,C. Lungu,Zambia,73,74,Alanyaspor
201976,A. Gomis,Senegal,73,81,Ferrara (SPAL)
159992,D. Ballega,Chile,73,73,CD Universidad de Concepción
101880,R. Green,England,73,73,Huddersfield Town
235512,Gelson Dala,Angola,73,84,Sporting CP
193528,I. Sylla,Guinea,73,76,Queens Park Rangers
148217,A. Anyukov,Russia,73,73,Zenit St. Petersburg
220921,A. Esiti,Nigeria,73,78,KAA Gent
164857,Edinho,Portugal,73,73,Vitória Setúbal
230393,Paolito Serra,Brazil,73,73,Fluminense Football Club
178425,G. Vives,Italy,73,73,Vercelli
198394,A. Kačaniklić,Sweden,73,74,FC Nantes
217082,W. Ángel,Venezuela,73,79,Terek Grozny
159994,B. Leitoñez,Chile,73,73,Colo-Colo
189690,Guaita,Spain,73,73,Getafe CF
202491,T. Carroll,England,73,78,Swansea City
208892,S. Byram,England,73,78,West Ham United
215292,M. Cauteruccio,Uruguay,73,73,Cruz Azul
176636,K. Vacek,Czech Republic,73,73,Śląsk Wrocław
178684,Nuno André Coelho,Portugal,73,73,Grupo Desportivo de Chaves
187644,C. Maidana,Argentina,73,73,Águilas Doradas
214781,S. Romero,Argentina,73,73,Club América
225021,J. Benítez,Paraguay,73,77,Monterrey
54013,S. Downing,England,73,73,Middlesbrough
188157,L. Immers,Netherlands,73,73,ADO Den Haag
188413,C. Carmona,Chile,73,73,Atlanta United FC
190461,B. Sigurðarson,Iceland,73,76,Molde FK
218623,Cafú,Portugal,73,78,FC Metz
220671,F. Melchiorri,Italy,73,73,Cagliari
230399,Michildo Melo,Brazil,73,73,Grêmio Foot-Ball Porto Alegrense
240896,C. Alemán,Ecuador,72,80,Estudiantes de La Plata
220673,R. Tapia,Peru,72,78,Feyenoord
198146,S. Šćepović,Serbia,72,73,Real Sporting de Gijón
198658,F. Midtsjø,Norway,72,79,AZ Alkmaar
210434,F. Chafik,Morocco,72,72,Dijon FCO
160002,O. Jonia,Chile,72,72,Everton de Viña del Mar
188674,M. Pektemek,Turkey,72,72,Beşiktaş JK
146947,Vesga,Spain,72,77,Athletic Club de Bilbao
222467,Ivi,Spain,72,79,Levante UD
180739,E. Kawashima,Japan,72,72,FC Metz
201220,L. Memushaj,Albania,72,72,Benevento Calcio
219652,Rober Ibáñez,Spain,72,78,Valencia CF
160004,M. Echeberria,Chile,72,72,Unión Española
176900,M. Candelo,Colombia,72,72,Asociacion Deportivo Cali
220165,J. Pohjanpalo,Finland,72,78,Bayer 04 Leverkusen
223749,O. Çınar,Turkey,72,79,Beşiktaş JK
185349,D. Odoi,Belgium,72,72,Fulham
193029,A. Ajdarević,Sweden,72,72,AEK Athens
200966,B. Corgnet,France,72,72,RC Strasbourg
203782,A. Benali,Libya,72,75,Pescara
204550,V. Ibarbo,Colombia,72,72,Sagan Tosu
210182,M. Jahfali,Saudi Arabia,72,75,Al Hilal
222982,A. Blin,France,72,83,Toulouse FC
162054,M. Bunn,England,72,72,Aston Villa
201991,Erik Morán,Spain,72,76,CD Leganés
138247,K. Stuhr-Ellegaard,Denmark,72,72,IF Elfsborg
203783,T. Smith,England,72,76,Huddersfield Town
210695,H. Aleesami,Norway,72,74,Palermo
212231,Tobias Figueiredo,Portugal,72,78,Sporting CP
230407,Miltisco Paulino,Brazil,72,72,Botafogo de Futebol e Regatas
233223,P. Brlek,Croatia,72,81,Genoa
176903,M. Iturra,Chile,72,72,Necaxa
190471,B. Parker,South Africa,72,72,Kaizer Chiefs
207624,K. Omeruo,Nigeria,72,79,Kasimpaşa SK
223240,G. Bettini,Argentina,72,78,Banfield
160008,L. Parreses,Chile,72,72,Deportes Iquique
34824,A. Floro Flores,Italy,72,72,Bari
146953,Manu Del Moral,Spain,72,72,CD Numancia
177673,S. Gashi,Albania,72,72,Colorado Rapids
149258,A. Cordaz,Italy,72,72,Crotone
138507,Toño,Spain,72,72,Rayo Vallecano
50955,J. Cavalli,France,72,72,AC Ajaccio
215309,L. Albertengo,Argentina,72,75,Independiente
223245,B. Fernández,Argentina,72,80,FC Metz
168974,D. Lafata,Czech Republic,72,72,Sparta Praha
197391,L. Vilsvik,Norway,72,72,Strømsgodset IF
200463,T. Melia,United States,72,72,Sporting Kansas City
143119,M. Pavone,Argentina,72,72,Estudiantes de La Plata
213007,A. Aseri,Saudi Arabia,72,80,Al Ahli
222991,M. Saito,Japan,72,72,Yokohama F. Marinos
36111,K. Beckerman,United States,72,72,Real Salt Lake
183567,E. Mulder,Netherlands,72,73,Swansea City
212240,K. Karaman,Turkey,72,76,Hannover 96
163600,J. Ruddy,England,72,72,Wolverhampton Wanderers
230672,Lyanco,Brazil,72,82,Torino
203793,A. Jóhannsson,United States,72,75,SV Werder Bremen
215569,Unai Garcia,Spain,72,77,CA Osasuna
205330,J. Louis,Haiti,72,77,SM Caen
187666,S. Pesyakov,Russia,72,73,FC Rostov
225555,A. Oğuz,Turkey,72,76,Gençlerbirliği SK
225811,M. Moreno,Colombia,72,81,Girona CF
215060,N. Aguirre,Argentina,72,72,Club Atlético Lanús
181780,T. Matavž,Slovenia,72,72,Vitesse
230421,Otávinho Vila,Brazil,72,72,Avaí Futebol Clube
189717,R. Ghoochannejhad,Iran,72,72,SC Heerenveen
135190,M. Liendl,Austria,72,72,FC Twente
189462,J. Hoilett,Canada,72,72,Cardiff City
160023,L. Muñezal,Chile,72,72,Deportes Iquique
187415,V. Granat,Russia,72,72,Rubin Kazan
186648,T. Kádár,Hungary,72,72,
208153,L. Veldwijk,South Africa,72,74,FC Groningen
164633,T. Hoogland,Germany,72,72,VfL Bochum
230425,Rubem Esteiro,Brazil,72,72,Sport Club do Recife
240409,D. Kolovetsios,Greece,72,75,Panathinaikos FC
175897,S. Ujkani,Kosovo,72,72,Cremonese
183833,I. Andriatsima,Madagascar,72,72,FC Sochaux-Montbéliard
206106,E. Şahin,Turkey,72,77,FC St. Pauli
208923,I. Ghaleb,Saudi Arabia,72,73,Al Nassr
221467,Lee Chang Min,Korea Republic,72,79,Jeju United FC
228635,Borja Mayoral,Spain,72,84,Real Madrid CF
186139,M. James,England,72,75,Leicester City
186651,G. Vural,Turkey,72,72,Kayserispor
143644,S. Şahin,Turkey,72,72,Göztepe
224540,E. Boateng,Ghana,72,80,Levante UD
166940,A. Gaţcan,Moldova,72,72,FC Rostov
207645,M. Barrow,Gambia,72,76,Reading
230429,Timo Triano,Brazil,72,72,Santos Futebol Clube
191005,A. Elmohamady,Egypt,72,72,Aston Villa
194333,R. Gikiewicz,Poland,72,72,SC Freiburg
205598,André Sousa,Portugal,72,72,CF Os Belenenses
220702,G. Silva,Uruguay,72,77,Independiente
160030,G. Naballoz,Chile,72,72,Universidad de Chile
194334,Daniel Ayala,Spain,72,72,Middlesbrough
219167,S. Vittor,Argentina,72,73,Racing Club de Avellaneda
186143,O. Norwood,Northern Ireland,72,75,Fulham
160032,J. Senparabia,Chile,72,72,Everton de Viña del Mar
232736,Y. Kobayashi,Japan,72,76,SC Heerenveen
189472,Aridane,Spain,72,74,CA Osasuna
205857,E. Mathoho,South Africa,72,74,Kaizer Chiefs
209698,B. Touré,Mali,72,76,AJ Auxerre
230434,Pimentiscinho,Brazil,72,72,Botafogo de Futebol e Regatas
226851,B. Pavard,France,72,80,VfB Stuttgart
53027,A. Yahia,Tunisia,72,72,AS Nancy Lorraine
194083,Marco Paixão,Portugal,72,72,Lechia Gdańsk
223524,E. Goldaniga,Italy,72,79,Sassuolo
150565,H. Bedimo,Cameroon,72,72,Olympique de Marseille
222501,T. Castagne,Belgium,72,79,Atalanta
182053,K. Vassiljev,Estonia,72,72,Piast Gliwice
216102,André Claro,Portugal,72,74,Estoril Praia
240166,N. Mihajlović,Serbia,72,79,SC Heerenveen
184614,M. Kramer,Netherlands,72,72,Feyenoord
157479,Pedro López,Spain,72,72,Levante UD
199464,L. Rose,France,72,76,FC Lorient
183336,P. Helland,Norway,72,72,Rosenborg BK
189480,J. Šural,Czech Republic,72,72,Sparta Praha
193064,Carlos David,Spain,72,72,SD Huesca
204841,D. Riascos,Colombia,72,72,CD Los Millionarios Bogota
207657,F. Barrientos,Argentina,72,77,Club Atlético Lanús
159017,K. Hämäläinen,Finland,72,72,Legia Warszawa
160041,J. Oyarcan,Chile,72,72,CD Universidad de Concepción
201514,E. Kachunga,DR Congo,72,75,Huddersfield Town
219690,Diego Galo,Brazil,72,72,CD Aves
220715,E. Ponce,Argentina,72,80,LOSC Lille
160043,A. Candelo,Chile,72,72,Deportes Iquique
106795,G. Pegolo,Italy,72,72,Sassuolo
234028,Rômulo Calsede,Brazil,72,72,Clube Atlético Mineiro
160045,S. Ricuelme,Chile,72,72,CD Huachipato
183853,Aarón Ñíguez,Spain,72,72,Real Oviedo
227886,D. Buitrago,Colombia,72,75,Independiente Santa Fe
52270,H. Westermann,Germany,72,72,FK Austria Wien
209711,R. Thelander,Denmark,72,72,FC Zürich
156975,C. Berra,Scotland,72,72,Heart of Midlothian
151856,P. Utaka,Nigeria,72,72,F.C. Tokyo
230448,Porphirinho,Brazil,72,72,Coritiba Foot Ball Club
184624,J. Rhodes,Scotland,72,72,Sheffield Wednesday
204337,G. Núñez,Argentina,72,72,Atlético Tucumán
219953,Embarba,Spain,72,75,Rayo Vallecano
222513,R. Aarons,England,72,79,Newcastle United
226865,Bruno Santos,Brazil,72,77,FC Paços de Ferreira
190769,E. Lamanna,Italy,72,74,Genoa
201266,K. Kusk,Denmark,72,73,FC København
139058,O. Pérez,Argentina,72,72,Independiente Santa Fe
211506,J. Swift,England,72,78,Reading
160050,F. Iturrado,Chile,72,72,CD Huachipato
227890,Nuno Santos,Portugal,72,79,Rio Ave FC
45874,A. Farnerud,Sweden,72,72,BK Häcken
189490,M. Boland,Germany,72,72,Eintracht Braunschweig
